N-NUMBER,SERIAL NUMBER,MFR MDL CODE,ENG MFR MDL,YEAR MFR,REGISTRANT NAME,STREET,CITY,STATE,ZIP,REGION,COUNTY,COUNTRY,LAST ACTION DATE,CERT ISSUE DATE,CERTIFICATION,TYPE AIRCRAFT,TYPE ENGINE,STATUS CODE,MODE S CODE,FRACT OWNER,AIR WORTH DATE,EXPIRATION DATE
230YV,28-2017277                    ,2630655,17041,1992,WELLS FARGO TRUST CO NA TRUSTEE                   ,7416 RIDGE RD                    ,CHARLESTON        ,WV,73483     ,1,168,US,20140224,19921220,1A        ,5,1 ,V ,50052106, ,19970711,20271006
231ET,17238101                      ,1750767,41514,1988,REPUBLIC AIRWAYS INC                              ,1243 COUNTY ROAD 12              ,INDIANAPOLIS      ,IN,64387     ,3,157,US,20110429,19890326,1T        ,4,2 ,V ,50053146, ,        ,20261216
231HJ,H8083-19                      ,1420003,60012,1989,BLUE RIDGE HELICOPTERS LLC                        ,5372 SKYWAY CT                   ,SAVANNAH          ,GA,34727     ,S,050,US,20090821,19910314,1N        ,6,3 ,V ,50056622, ,19930128,20301003
231NS,K3295-70                      ,2300068,00410,1988,BANK OF UTAH TRUSTEE                              ,8122 SKYWAY CT                   ,SALT LAKE CITY    ,UT,29476     ,5,119,US,20120205,19880628,1T        ,5,5 ,V ,50075564, ,20100210,20300920
232BR,17228858                      ,1751426,52040,1972,HIGH PLAINS CROP DUSTING INC                      ,815 MAIN ST                      ,BILLINGS          ,MT,71993     ,5,197,US,19790205,19730829,1T        ,5,5 ,V ,50100304, ,19950714,20300522
232CJ,65793                         ,1530084,67000,1970,AMERICAN AIRLINES INC                             ,7836 HANGAR LN                   ,DALLAS-FORT WORTH ,TX,69871     ,2,160,US,19930521,19731212,1T        ,5,5 ,V ,50050447, ,20211010,20260726
232HS,J9239-54                      ,2520026,30010,2000,MERIDIAN AIR CHARTER LLC                          ,2168 RIDGE RD                    ,TETERBORO         ,NJ,87356     ,1,021,US,20080807,20010131,1N        ,4,1 ,V ,50031254, ,20210405,20271029
232JY,28-1989104                    ,2630956,30062,1991,NELSON DANIEL J                                   ,4032 SKYWAY CT                   ,HOUSTON           ,TX,21359     ,2,096,US,20150615,19940809,1U        ,5,1 ,V ,50053524, ,19991011,20270117
23318,46106                         ,1530301,52001,2007,AMERICAN AIRLINES INC                             ,7836 HANGAR LN                   ,DALLAS-FORT WORTH ,TX,69871     ,2,184,US,20200531,20070316,1T        ,5,5 ,V ,50030655, ,20070708,20311229
233NF,38734                         ,1530618,41060,1972,DELTA AIR LINES INC                               ,2622 TAXIWAY DR                  ,ATLANTA           ,GA,48254     ,S,008,US,19800929,19740628,1T        ,5,5 ,V ,50034121, ,19940506,20310225
234AK,1525                          ,2740262,60515,2000,NORTHERN LIGHTS HELI SERVICES INC                 ,4012 LAKEVIEW DR                 ,ANCHORAGE         ,AK,60196     ,A,158,US,20070314,20010716,1N        ,6,3 ,V ,50046305, ,20221102,20310316
23525,9359                          ,2740065,60515,1974,BLUE RIDGE HELICOPTERS LLC                        ,5372 SKYWAY CT                   ,SAVANNAH          ,GA,34727     ,S,102,US,19960715,19770417,1N        ,6,3 ,V ,50027426, ,        ,20280805
23531,28-1980481                    ,2630203,30010,1981,JONES DONALD H                                    ,9673 CESSNA BLVD                 ,FARGO             ,ND,35928     ,3,019,US,19921002,19820527,1A        ,4,1 ,V ,50034352, ,19820713,20260619
23538,A1294-19                      ,1310748,17027,2013,NGUYEN STEVEN B                                   ,1452 MAIN ST                     ,MIAMI             ,FL,43082     ,S,065,US,20240209,20160404,1N        ,4,1 ,V ,50010023, ,        ,20281023
23582,C4721-32                      ,2190453,67000,1972,AMERICAN AIRLINES INC                             ,7836 HANGAR LN                   ,DALLAS-FORT WORTH ,TX,69871     ,2,080,US,19990926,19740105,1T        ,5,5 ,V ,50031674, ,20030426,20270105
2358E,B887-28                       ,1970005,30062,1989,ADAMS CAROL L                                     ,7444 COUNTY ROAD 12              ,JACKSON           ,MS,50189     ,S,083,US,19940320,19900101,1U        ,4,1 ,V ,50047177, ,20230222,20270731
23651,11677                         ,2740182,17050,2006,NORTHERN LIGHTS HELI SERVICES INC                 ,4012 LAKEVIEW DR                 ,ANCHORAGE         ,AK,60196     ,A,047,US,20190311,20071015,1N        ,6,1 ,V ,50066623, ,        ,20290430
2369A,A9886-23                      ,1970005,30010,2001,WELLS FARGO TRUST CO NA TRUSTEE                   ,7416 RIDGE RD                    ,CHARLESTON        ,WV,73483     ,1,089,US,20230117,20030721,1N        ,4,1 ,V ,50102552, ,20140312,20300526
2385M,B7219-38                      ,1640448,00410,1975,TEXTRON AVIATION INC                              ,5754 MAIN ST                     ,WICHITA           ,KS,82340     ,C,195,US,20090215,19780611,1T        ,5,5 ,V ,50112154, ,20020301,20290718
23873,28-1991200                    ,2630073,30010,1984,TEXTRON AVIATION INC                              ,5754 MAIN ST                     ,WICHITA           ,KS,82340     ,C,155,US,20161019,19841117,1A        ,4,1 ,V ,50072131, ,20000514,20290505
2388V,A133-17                       ,2080125,17027,2021,WELLS FARGO TRUST CO NA TRUSTEE                   ,7416 RIDGE RD                    ,CHARLESTON        ,WV,73483     ,1,139,US,20240101,20221220,1N        ,4,1 ,V ,50046347, ,20241112,20260330
23937,28-1972609                    ,2630154,30062,2018,MERIDIAN AIR CHARTER LLC                          ,2168 RIDGE RD                    ,TETERBORO         ,NJ,87356     ,1,033,US,20250111,20180519,1N        ,4,1 ,V ,50010150, ,20191202,20280622
239QH,17256990                      ,1751181,30062,2019,ADAMS MARY J                                      ,8827 INDUSTRIAL DR               ,RENO              ,NV,73372     ,7,005,US,20221211,20220301,1A        ,5,1 ,V ,50040215, ,        ,20280229
23PK ,28-1982810                    ,2630594,17041,2020,WILLIAMS JOHN H                                   ,343 LAKEVIEW DR                  ,WASHINGTON        ,VA,29973     ,1,119,US,20240212,20220509,1A        ,5,1 ,V ,50065457, ,        ,20270522
23UU ,E2814-36                      ,2190453,52001,2005,ATLAS AIR INC                                     ,4477 SKYWAY CT                   ,NEW YORK          ,NY,10336     ,1,161,US,20181105,20081007,1T        ,5,5 ,V ,50016575, ,20210627,20301111
23VK ,28-2023987                    ,2630073,17027,1992,WILLIAMS ROBERT K                                 ,2078 CESSNA BLVD                 ,SANTA ANA         ,CA,74340     ,7,177,US,20190625,19940722,1U        ,4,1 ,V ,50046054, ,20231221,20280920
23VS ,9771                          ,1200602,67000,2016,"DELTA AIR LINES, INC.                             ",2622 TAXIWAY DR                  ,ATLANTA           ,GA,48254     ,S,104,US,20230228,20190310,1T        ,5,5 ,V ,50104525, ,20201230,20260129
2405A,M8323-72                      ,1420372,60012,1979,BLUE RIDGE HELICOPTERS LLC                        ,5372 SKYWAY CT                   ,SAVANNAH          ,GA,34727     ,S,127,US,19961030,19810807,1N        ,6,3 ,V ,50113256, ,20141105,20310328
2405Y,D6345-11                      ,1420372,60515,1993,REDWOOD MEDFLIGHT LLC                             ,5539 SKYWAY CT                   ,DENVER            ,CO,23154     ,5,193,US,20061102,19950208,1N        ,6,3 ,V ,50046725, ,19970608,20281103
240NK,17247448                      ,1750663,41538,1974,REPUBLIC AIRWAYS INC                              ,1243 COUNTY ROAD 12              ,INDIANAPOLIS      ,IN,64387     ,3,120,US,19951117,19740424,1T        ,5,2 ,V ,50071511, ,19950426,20311127
241JW,M362-27                       ,2410031,30010,2012,REDWOOD MEDFLIGHT LLC                             ,5539 SKYWAY CT                   ,DENVER            ,CO,23154     ,5,169,US,20141207,20130513,1A        ,4,1 ,V ,50040174, ,20160708,20270111
241XW,28-1975436                    ,2630073,17027,1995,EMBRY RIDDLE AERONAUTICAL UNIVERSITY INC          ,9716 LAKEVIEW DR                 ,DAYTONA BEACH     ,FL,96499     ,S,031,US,20020223,19970128,1N        ,4,1 ,V ,50004432, ,20140518,20301128
24201,28-2004593                    ,2630450,17003,1979,HIGH PLAINS CROP DUSTING INC                      ,815 MAIN ST                      ,BILLINGS          ,MT,71993     ,5,117,US,20200124,19790224,1N        ,4,1 ,V ,50117057, ,20030110,20290329
24246,28-1993772                    ,2630808,17041,2003,MARTINEZ MICHAEL B                                ,5049 LAKEVIEW DR                 ,CHARLESTON        ,WV,84607     ,1,036,US,20130407,20040601,1N        ,5,1 ,V ,50015200, ,20080831,20271025
244PF,65632                         ,1530196,41060,1995,DELTA AIR LINES INC                               ,                                 ,ATLANTA           ,GA,48254     ,S,098,US,20060327,19980310,1T        ,5,5 ,V ,50010171, ,20200112,20271107
244YP,17228983                      ,1750201,17003,1980,TURNER KENNETH F                                  ,3555 MERIDIAN PKWY               ,DALLAS            ,TX,73464     ,2,100,US,20230214,19810123,1U        ,4,1 ,V ,50036221, ,19901017,20261104
244ZH,17241425                      ,1750198,17027,1995,WILLIAMS JOHN H                                   ,343 LAKEVIEW DR                  ,WASHINGTON        ,VA,29973     ,1,051,US,20240227,19970401,1N        ,4,1 ,V ,50107623, ,20240725,20300127
2451U,2594                          ,1200300,52001,2013,UNITED AIRLINES INC                               ,8437 MERIDIAN PKWY               ,CHICAGO           ,IL,45838     ,3,036,US,20240630,20160422,1T        ,5,5 ,V ,50040005, ,20241115,20260514
245EH,E2300-63                      ,1640746,52040,2005,BANK OF UTAH TRUSTEE                              ,8122 SKYWAY CT                   ,SALT LAKE CITY    ,UT,29476     ,5,079,US,20230506,20080905,1N        ,5,5 ,V ,50065731, ,20100623,20310820
245UW,E6886-58                      ,2520221,30010,2005,BAKER JOHN C                                      ,3640 AVIATION WAY                ,GRAND RAPIDS      ,MI,41890     ,3,007,US,20240813,20050720,1N        ,4,1 ,V ,50002731, ,20250114,20261106
246RD,G3424-17                      ,2520156,17027,2021,JONES DONALD H                                    ,9673 CESSNA BLVD                 ,FARGO             ,ND,35928     ,3,140,US,20230109,20221112,1N        ,4,1 ,V ,50047366, ,20230605,20280322
246XV,L363-47                       ,1420253,17050,2017,HIGH PLAINS CROP DUSTING INC                      ,815 MAIN ST                      ,BILLINGS          ,MT,71993     ,5,115,US,20250303,20200825,1N        ,6,1 ,V ,50062213, ,20221204,20300110
247GF,5536                          ,1860047,30010,1999,HARRIS NANCY L                                    ,7459 MAIN ST                     ,DALLAS-FORT WORTH ,TX,54236     ,2,110,US,20021121,20011120,1N        ,4,1 ,V ,50110515, ,20081122,20270510
2491U,17225118                      ,1751213,41545,1975,AMERIFLIGHT LLC                                   ,5668 PROSPECT AVE                ,BURBANK           ,CA,76550     ,7,144,US,19970303,19760517,1T        ,5,5 ,V ,50027574, ,19880703,20260809
24930,A5981-27                      ,2190601,52001,2012,FEDERAL EXPRESS CORP                              ,9131 AIRPORT RD                  ,MEMPHIS           ,TN,60277     ,S,044,US,20160423,20150905,1T        ,5,5 ,V ,50050322, ,20231107,20311006
24TB ,17229988                      ,1750310,30062,    ,ATP FLIGHT SCHOOL LLC                             ,4734 MERIDIAN PKWY               ,JACKSONVILLE      ,FL,49132     ,S,187,US,20040924,19990212,1A        ,4,1 ,V ,50055204, ,20030407,20300409
25035,28-1969100                    ,2630956,30062,    ,MITCHELL JOHN R                                   ,6634 MERIDIAN PKWY               ,INDIANAPOLIS      ,IN,31632     ,3,163,US,19950329,19780924,1U        ,5,1 ,V ,50017425, ,19890828,20270511
25041,17233552                      ,1750031,30010,1981,ADAMS CAROL L                                     ,7444 COUNTY ROAD 12              ,JACKSON           ,MS,50189     ,S,011,US,19990226,19840707,1N        ,4,1 ,V ,50055142, ,20010819,20270605
2505C,17279869                      ,1750529,30010,1993,PHILLIPS LINDA D                                  ,2194 INDUSTRIAL DR               ,MIAMI             ,FL,70901     ,S,159,US,20181121,19930625,1A        ,4,1 ,V ,50104315, ,20001228,20271115
250JG,28-2015520                    ,2630154,17003,1975,WILLIAMS JOHN H                                   ,343 LAKEVIEW DR                  ,WASHINGTON        ,VA,29973     ,1,147,US,20131123,19770501,1A        ,4,1 ,V ,50034477, ,19801108,20291108
2517B,G232-21                       ,1420003,60515,2008,US DEPT OF INTERIOR                               ,2592 TAXIWAY DR                  ,BOISE             ,ID,14852     ,5,080,US,20150801,20110813,1N        ,6,3 ,V ,50031401, ,20220311,20280929
25195,17234863                      ,1750933,17027,2000,BANK OF UTAH TRUSTEE                              ,8122 SKYWAY CT                   ,SALT LAKE CITY    ,UT,29476     ,5,171,US,20250117,20001228,1N        ,4,1 ,V ,50062003, ,20040824,20300311
251BW,3859                          ,1860047,17003,1968,WELLS FARGO TRUST CO NA TRUSTEE                   ,7416 RIDGE RD                    ,CHARLESTON        ,WV,73483     ,1,165,US,19710706,19680418,1A        ,4,1 ,V ,50007110, ,20230213,20270819
251GF,17249489                      ,1750767,41514,1991,SKYWEST AIRLINES INC                              ,8427 MERIDIAN PKWY               ,SALT LAKE CITY    ,UT,27892     ,5,031,US,19970126,19920804,1N        ,4,2 ,V ,50021442, ,19921024,20261126
252BG,17215290                      ,1751181,17041,1974,WELLS FARGO TRUST CO NA TRUSTEE                   ,7416 RIDGE RD                    ,CHARLESTON        ,WV,73483     ,1,087,US,19850516,19770227,1N        ,5,1 ,V ,50060155, ,        ,20310424
252QM,17211667                      ,1751373,00410,1968,WELLS FARGO TRUST CO NA TRUSTEE                   ,7416 RIDGE RD                    ,CHARLESTON        ,WV,73483     ,1,056,US,20010422,19690329,1N        ,5,5 ,V ,50036556, ,20221001,20260103
252WU,28-1975897                    ,2630154,30062,2017,CAMPBELL ROBERT M                                 ,7028 CESSNA BLVD                 ,NORFOLK           ,VA,58571     ,1,071,US,20220424,20170826,1A        ,4,1 ,V ,50031611, ,20180415,20291127
25319,28-1984125                    ,2630203,17003,1998,WRIGHT MARY K                                     ,8761 AIRPORT RD                  ,ALBANY            ,NY,45954     ,1,081,US,20250308,20010112,1N        ,4,1 ,V ,50010611, ,20130701,20280621
2535F,17234761                      ,1750529,17003,1997,JOHNSON EDWARD R                                  ,106 MAIN ST                      ,MINNEAPOLIS       ,MN,49139     ,3,195,US,20211002,19990212,1A        ,4,1 ,V ,50032335, ,20110331,20261215
25389,28-1974437                    ,2631051,41538,1995,FEDERAL EXPRESS CORP                              ,9131 AIRPORT RD                  ,MEMPHIS           ,TN,60277     ,S,024,US,20040710,19970829,1N        ,5,2 ,V ,50063735, ,20140704,20280624
253ZC,17212057                      ,1750310,17027,1977,WALKER EDWARD S                                   ,9326 LAKEVIEW DR                 ,HOUSTON           ,TX,17894     ,2,124,US,19930523,19780221,1N        ,4,1 ,V ,50061510, ,20130305,20310331
254PR,32503                         ,1531430,41060,1994,AMERICAN AIRLINES INC                             ,7836 HANGAR LN                   ,DALLAS-FORT WORTH ,TX,69871     ,2,036,US,20030105,19940413,1T        ,5,5 ,V ,50073316, ,20161116,20290525
